text,emotion
I am boiling inside.,Anger
I am honestly alright.,Normal
"Looking back, my teammate really crossed the line this time, I'm livid. I'm still processing everything.",Anger
"Right now, Nothing out of the ordinary happened today, just regular tasks. And that's just how it is.",Normal
"I have to say, The weather was pretty average today, not too hot or cold. Life goes on, I suppose.",Normal
"At this point, I can't believe my friend did that to me, it's completely unfair! And that's just how it is.",Anger
"my sister really crossed the line this time, I'm livid. And that's just how it is.",Anger
The silence in the house since the competition is unbearable. I'll figure it out.,Sad
"I always knew that Today was such a wonderful day, everything went perfectly. It is what it is.",Happy
"Somehow, I feel content and at peace with where my life is right now. And that's just how it is.",Happy
"Looking back, I finished my work for the day and had some dinner. I'm still processing everything.",Normal
The sheer nerve of my teammate to do that after everything I've done. I don't know what to do.,Anger
I'm on cloud nine right now.,Happy
"At this point, I made some coffee and started going through my emails. It is what it is.",Normal
"No one told me but I'm so happy I feel like I could burst, this is incredible! I'll figure it out.",Happy
I need to vent — Every little thing today felt magical and full of possibility. And that's just how it is.,Happy
No one told me but I feel so grateful and blessed to have they in my life.,Happy
I am gleeful.,Happy
"I have to say, the results turned out even better than I ever imagined it would.",Happy
I am feeling plain today.,Normal
My patience has completely run out with this the deadline. I'm still processing everything.,Anger
I am not well.,Sad
"I need to vent — I just sat in the dark, too sad to move or do anything. I don't know what to do.",Sad
The loneliness after the situation is something I wasn't prepared for. I don't know what to do.,Sad
"Honestly, The joy I feel from the meeting is something I'll never forget.",Happy
I need to vent — Seeing my coworker's belongings just makes the sadness worse. It is what it is.,Sad
Absolutely delighted.,Happy
I am in pain.,Sad
"Every time I think about what happened, I get even more angry. And that's just how it is.",Anger
I am deeply content.,Happy
"Honestly, I threw the papers across the room when I heard the news. It's just too much.",Anger
I feel a heaviness in my chest that won't go away.,Sad
I am enraged.,Anger
the trip turned out even better than I ever imagined it would.,Happy
"Honestly, My patience has completely run out with this the office. I'm still processing everything.",Anger
I am not satisfied.,Anger
"Thinking about it now, I grabbed lunch and worked through some pending items. Just needed to share this.",Normal
"Looking back, my brother left without saying goodbye and it broke me. Life goes on, I suppose.",Sad
I just realized I grabbed lunch and worked through some pending items.,Normal
"Thinking about it now, my supervisor is no longer here and I miss them so much. Just needed to share this.",Sad
I prepared a simple meal and watched some television. It's just too much.,Normal
"To be honest, I feel hopeless and don't know how things will ever get better.",Sad
"I have to say, How dare she treat me this way, I'm beyond angry. It's just too much.",Anger
No one told me but I took the usual route to the results this morning. I don't know what to do.,Normal
I'm ecstatic.,Happy
"Looking back, Thinking about the results fills me with an indescribable sadness. I'll figure it out.",Sad
Life feels so beautiful and full of possibilities right now. Just needed to share this.,Happy
I am not overwhelmed.,Normal
I am not alright.,Sad
I'm not unhappy at all.,Happy
"There wasn't much happening today, just the usual routine. And that's just how it is.",Normal
"I have to say, I talked briefly with my boss about the upcoming plans. I needed to get that off my chest.",Normal
"Thinking about it now, my friend called me this afternoon and we talked for a while. And that's just how it is.",Normal
I am suffering.,Sad
I am not bad.,Normal
"Looking back, There wasn't much happening today, just the usual routine. Just needed to share this.",Normal
"That meeting was a complete waste of time, I'm so irritated.",Anger
I feel neutral.,Normal
I feel so empty and hollow inside after what happened.,Sad
"Somehow, I prepared a simple meal and watched some television. I'll figure it out.",Normal
"To be honest, Seeing my supervisor's belongings just makes the sadness worse.",Sad
"To be honest, My patience has completely run out with this the interview. Just needed to share this.",Anger
I checked in with my teacher and everything seems to be in order. I'll figure it out.,Normal
"Somehow, I feel like I'm drowning in sorrow and can't find the surface. And that's just how it is.",Sad
I can't forgive my colleague for what they did to the conference. And that's just how it is.,Anger
I feel hollow.,Sad
"Honestly, I took the usual route to the game this morning. And that's just how it is.",Normal
"No one told me but I feel utterly alone and abandoned by everyone around me. Life goes on, I suppose.",Sad
I feel defeated.,Sad
I feel so-so.,Normal
I spent the afternoon organizing some files on my computer. I'm still processing everything.,Normal
I am grateful and happy.,Happy
"To be honest, I shared the good news with my colleague and we celebrated together.",Happy
I am delighted.,Happy
"To be honest, I checked in with my colleague and everything seems to be in order. I don't know what to do.",Normal
I am so happy!,Happy
Truly joyful.,Happy
I am insanely mad.,Anger
my friend sent a routine update and I acknowledged it. I don't know what to do.,Normal
"I always knew that Getting work was a dream come true, I'm overjoyed. And that's just how it is.",Happy
"Honestly, Every single day it's the same unacceptable behavior from my teammate. Just needed to share this.",Anger
my teammate sent a routine update and I acknowledged it. I needed to get that off my chest.,Normal
"Thinking about it now, Getting the competition was a dream come true, I'm overjoyed. Just needed to share this.",Happy
No one told me but This the exam has pushed me past my breaking point. I don't know what to do.,Anger
I just realized My patience has completely run out with this the trip.,Anger
"To be honest, My anger is completely justified given what my boss did. I'm still processing everything.",Anger
No one told me but Today marks the happiest day of my life because of the process. Just needed to share this.,Happy
