text,emotion
"Somehow, Every little thing today felt magical and full of possibility. I'm still processing everything.",Happy
Thinking about the meeting fills me with an indescribable sadness. It's just too much.,Sad
"Honestly, Things at the trip have been going pretty smoothly lately. Life goes on, I suppose.",Normal
"To be honest, I just sat in the dark, too sad to move or do anything. I don't know what to do.",Sad
No one told me but I spent the afternoon organizing some files on my computer. I don't know what to do.,Normal
"I need to vent — That meeting was a complete waste of time, I'm so irritated. It is what it is.",Anger
I cried myself to sleep again last night because of the proposal. I needed to get that off my chest.,Sad
"Stop it, I'm angry.",Anger
"Right now, I can't stop the tears whenever I think about the exam.",Sad
"Somehow, Waking up this morning I felt pure joy for the first time in ages. Just needed to share this.",Happy
"I have to say, My eyes are swollen from all the crying I've done this week. It's just too much.",Sad
I am lonely.,Sad
"I just realized I threw the papers across the room when I heard the news. Life goes on, I suppose.",Anger
"Somehow, I grabbed lunch and worked through some pending items. Just needed to share this.",Normal
I feel incredible.,Happy
I laughed until my stomach hurt with my teammate today. Just needed to share this.,Happy
I need to vent — I feel content and at peace with where my life is right now. It is what it is.,Happy
"To be honest, I woke up at my usual time and started the day normally. I needed to get that off my chest.",Normal
I am doing fine.,Normal
"Thinking about it now, I just sat in the dark, too sad to move or do anything. It's just too much.",Sad
I went for a walk in the evening to clear my head a bit. Just needed to share this.,Normal
I always knew that The injustice of this the presentation makes me want to scream. I'm still processing everything.,Anger
I don't feel like eating or talking to anyone right now.,Sad
"Looking back, I confronted the doctor about this because enough is enough. It's just too much.",Anger
The silence in the house since the conference is unbearable.,Sad
I am happy.,Happy
I am not excited.,Normal
"Honestly, This is absolutely infuriating, I'm so furious right now.",Anger
"To be honest, The loneliness after the outcome is something I wasn't prepared for. Life goes on, I suppose.",Sad
I just realized The afternoon was quiet and I got some reading done. I'll figure it out.,Normal
I threw the papers across the room when I heard the news. I needed to get that off my chest.,Anger
"I have to say, I've been crying all day thinking about the exam. Life goes on, I suppose.",Sad
"Thinking about it now, I reminded my sister about the appointment scheduled for Friday. It is what it is.",Normal
I am feeling so wonderful.,Happy
"Thinking about it now, My heart is full of joy after what happened with the presentation. It is what it is.",Happy
"Thinking about it now, I grabbed lunch and worked through some pending items.",Normal
I got the the trip I've been working towards and I'm ecstatic! Just needed to share this.,Happy
I am very cheerful.,Happy
I am profoundly enraged.,Anger
"I always knew that I feel so alive and energized, everything feels right in the world. I'll figure it out.",Happy
"Somehow, I confronted my father about this because enough is enough. I'll figure it out.",Anger
Why am I so sad?,Sad
"I have to say, I've had enough of my colleague disrespecting me every single day. I don't know what to do.",Anger
I am entirely alright.,Normal
"To be honest, I feel so alive and energized, everything feels right in the world. Just needed to share this.",Happy
I need to vent — I took the usual route to the event this morning. Just needed to share this.,Normal
the project turned out even better than I ever imagined it would.,Happy
"I'm so frustrated with the game, it makes my blood boil. And that's just how it is.",Anger
"Looking back, Life feels so beautiful and full of possibilities right now. Just needed to share this.",Happy
I just realized Today reminded me how much beauty there is in everyday moments. I'll figure it out.,Happy
"Looking back, Losing my father has left a hole in my heart that won't heal. I'll figure it out.",Sad
"Looking back, I shared the good news with my sister and we celebrated together.",Happy
I always knew that I grabbed lunch and worked through some pending items. It is what it is.,Normal
"No one told me but Some days the sadness is so heavy it's hard to breathe. Life goes on, I suppose.",Sad
The sheer nerve of my brother to do that after everything I've done. I don't know what to do.,Anger
I am not that happy.,Normal
"Thinking about it now, The day was uneventful but productive enough overall. Just needed to share this.",Normal
I am so unhappy.,Sad
I am feeling neutral today.,Normal
"At this point, My patience has completely run out with this the office. I'm still processing everything.",Anger
"Thinking about it now, I keep reaching for my phone to call my friend and then remember. I'll figure it out.",Sad
"Thinking about it now, I wish I could turn back time and prevent the proposal from happening. I'm still processing everything.",Sad
I feel nothing special.,Normal
My patience has completely run out with this the trip.,Anger
I yelled because I couldn't contain my frustration anymore. I'll figure it out.,Anger
"I always knew that The weather was pretty average today, not too hot or cold. I don't know what to do.",Normal
"I always knew that I spent the afternoon organizing some files on my computer. Life goes on, I suppose.",Normal
