text,emotion
Thinking about the meeting fills me with an indescribable sadness. It's just too much.,Sad
I clenched my fists in rage.,Anger
I can't stop crying.,Sad
Fairly okay.,Normal
"The day ended without any major issues or surprises. Life goes on, I suppose.",Normal
"I have to say, The unexpected kindness from my colleague made my entire week. And that's just how it is.",Happy
"Right now, I cried myself to sleep again last night because of the event.",Sad
I am not ecstatic.,Normal
"Thinking about it now, The silence in the house since the situation is unbearable.",Sad
"Somehow, The commute was about the same as usual today. Life goes on, I suppose.",Normal
"No one told me but I just sat in the dark, too sad to move or do anything. Life goes on, I suppose.",Sad
I always knew that The grief I feel from the deadline is overwhelming me.,Sad
I am okay.,Normal
"To be honest, This work has pushed me past my breaking point. Life goes on, I suppose.",Anger
No one told me but I woke up at my usual time and started the day normally. It is what it is.,Normal
I need to vent — I can't stand how my friend always acts so terrible. I don't know what to do.,Anger
"Thinking about it now, Nothing out of the ordinary happened today, just regular tasks.",Normal
"To be honest, my boss called me this afternoon and we talked for a while.",Normal
Normal.,Normal
"Looking back, How dare my boss treat me this way, I'm beyond angry. I'm still processing everything.",Anger
How dare anyone think they can treat me like I don't matter — I am beyond angry and I deserve better.,Anger
I am really happy today.,Happy
"I have to say, I keep grinning to myself thinking about how well work went.",Happy
Totally thrilled.,Happy
I am cheerful.,Happy
"Thinking about it now, Everything is falling into place and I couldn't be more grateful. It's just too much.",Happy
"Honestly, I miss the way things used to be before all of this happened. I'm still processing everything.",Sad
"I have to say, I made a list of things I need to get done this week. It's just too much.",Normal
I always knew that The afternoon was quiet and I got some reading done. Just needed to share this.,Normal
"Thinking about it now, The sheer nerve of my brother to do that after everything I've done.",Anger
I just realized The day ended without any major issues or surprises. I'm still processing everything.,Normal
"To be honest, I feel content and at peace with where my life is right now.",Happy
"Honestly, I've been grieving this loss for weeks and it hasn't gotten easier. I don't know what to do.",Sad
"Thinking about it now, Today was such a wonderful day, everything went perfectly. And that's just how it is.",Happy
"Thinking about it now, The afternoon was quiet and I got some reading done.",Normal
"At this point, I cried myself to sleep again last night because of the deadline.",Sad
I just realized My eyes are swollen from all the crying I've done this week. I'll figure it out.,Sad
I am not angry.,Normal
I couldn't stop my leg from shaking with rage.,Anger
I'm lowkey boiling inside.,Anger
"I have to say, I can't believe my brother did that to me, it's completely thoughtless! Just needed to share this.",Anger
I am deeply sad.,Sad
"I was disappointed, but I'm not going to let it ruin my day.",Normal
"Thinking about it now, I yelled because I couldn't contain my frustration anymore. It is what it is.",Anger
"Today was such a wonderful day, everything went perfectly.",Happy
"I have to say, I feel so grateful and blessed to have the doctor in my life. Just needed to share this.",Happy
I feel so good today.,Happy
So angry right now.,Anger
I need to vent — I cried myself to sleep again last night because of the project. And that's just how it is.,Sad
I checked in with my coworker and everything seems to be in order.,Normal
"I have to say, There wasn't much happening today, just the usual routine.",Normal
I am profoundly glad.,Happy
"Somehow, I replied to some messages and scheduled a few meetings. I'll figure it out.",Normal
"Right now, I went to the store today to pick up a few things we needed. It's just too much.",Normal
The project deadline was moved up without telling anyone.,Anger
"At this point, Nothing out of the ordinary happened today, just regular tasks.",Normal
I am feeling pretty normal.,Normal
"I have to say, The smile on my face hasn't faded since the trip happened. It's just too much.",Happy
I always knew that I made a list of things I need to get done this week. It's just too much.,Normal
I am not sad.,Happy
I just realized she left without saying goodbye and it broke me.,Sad
Honestly just another day.,Normal
I am absolutely happy.,Happy
"Thinking about it now, I feel like a part of me died when the outcome happened. I'm still processing everything.",Sad
"Looking back, I reviewed some documents and provided my standard feedback. I'm still processing everything.",Normal
"Honestly, I'm so angry I can barely think straight right now.",Anger
I need to vent — I'm done tolerating this kind of behavior from my mother. I'll figure it out.,Anger
I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.,Normal
Some days the sadness is so heavy it's hard to breathe. And that's just how it is.,Sad
"I have to say, The afternoon was quiet and I got some reading done.",Normal
"At this point, We had a standard team meeting to go over the week's tasks. It is what it is.",Normal
I feel numb.,Sad
"Somehow, my mother made me laugh so hard today, I love spending time together. I don't know what to do.",Happy
I confronted the doctor about this because enough is enough. I don't know what to do.,Anger
"Honestly, I feel like I'm drowning in sorrow and can't find the surface. I don't know what to do.",Sad
I am so angry.,Anger
"Right now, I feel so grateful and blessed to have my colleague in my life. It's just too much.",Happy
